EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,Coef_Var_PE,Coef_Var_LNE,Var_Prop_PE,Var_Prop_LNE,Autocorr_PE,Autocorr_LNE,Razon_LNE_PE,PE,LNE,TC_LNE_2019,NUM_SECC_RUR,Area_Km2,Densidad_LNE
3,BAJA CALIFORNIA SUR,4,LOS CABOS,0.02520902349756024,0.025148072835998302,0.03085540718292218,0.030522638755431195,0.9993253127765113,0.9968238430132124,0.9888475879426963,224412.0,221022.0,0.08032729192327996,11,297.7220173409999,742.3770736675127
3,BAJA CALIFORNIA SUR,2,MULEGE,0.021673270153694774,0.024388869595059304,0.02562594491880429,0.02870242461274939,0.993969980414593,0.9934230611564169,0.9824513257214065,41452.0,40805.0,0.07835623678646934,17,8106.91045005,5.033360150135658
4,CAMPECHE,8,TENABO,0.017038222318500666,0.020030524095262715,0.02039073161551884,0.023773107148263483,0.9950304823044002,0.9919811722131285,0.9898812373365328,8196.0,8120.0,0.06561679790026247,4,7.473027089000001,1086.5744099807048
4,CAMPECHE,9,ESCARCEGA,0.015628306553624887,0.018420989531087076,0.01896332720140506,0.021808906779042285,0.994298570482777,0.9816308130030696,0.9836395518980964,41223.0,40540.0,0.06295393167099295,15,20.319618929000004,1995.1161555565209
4,CAMPECHE,5,HECELCHAKAN,0.016289028265732138,0.018945445707643005,0.019576838721889943,0.022076330513612123,0.9969207235705206,0.9937548213583047,0.9891586241183739,22495.0,22198.0,0.06205444715563849,7,17.00827006,1305.1297940173934
4,CAMPECHE,6,HOPELCHEN,0.016271851272143433,0.018095290841425228,0.01956466207991454,0.02156303929090077,0.9961339799283607,0.9703251320258767,0.9871576607318477,27939.0,27491.0,0.05204546324289158,22,1001.5394533629999,27.44874393883324
4,CAMPECHE,11,CALAKMUL,0.006004166560906478,0.007473904106961406,0.007287254162196127,0.008862091273374409,0.863756526153099,0.8546639680162276,0.9902636781780979,19359.0,19096.0,0.016718134383984666,17,1935.104002956,9.868203450992604
4,CAMPECHE,7,PALIZADA,0.010916942281501685,0.01498593968904968,0.012555387316821695,0.01725926317417273,0.9468131753102963,0.9116931537412791,0.9834885279006276,7179.0,7006.0,0.03593079994085465,9,1240.050909878,5.649768041127659
4,CAMPECHE,10,CANDELARIA,0.012987311740414743,0.01630153497982113,0.015776216470647864,0.019251379837815278,0.9949461093166875,0.9864284059950723,0.985369332844772,32446.0,31875.0,0.05302279484638256,25,254.54873176799998,125.22160208227403
4,CAMPECHE,4,CHAMPOTON,0.014595747142964233,0.016978594941257343,0.017556523085553947,0.01977138055827505,0.9959477902771644,0.9933290409439419,0.9880843233232552,65522.0,64575.0,0.05635530835923442,25,29.129676065999995,2216.8114692964814
4,CAMPECHE,2,CALKINI,0.015153588005314909,0.017254454688359705,0.018338809311049437,0.020412401020206465,0.9993345254014171,0.9931556726170893,0.987697201690319,41584.0,40964.0,0.054332998738836125,11,30.105530946999995,1360.6802043158136
